"Id","Prediction1","Prediction2","Prediction3","Prediction4","Prediction5","Prediction6","Prediction7","Prediction8","Prediction9"
"VOIlch8mHinyBaEU7Ao1",0.268,0.172,0.17,0.03,0.018,0.074,0.018,0.048,0.202
"VOioWSENf64QTjAyHkr2",0.162,0.238,0.402,0.03,0.046,0.018,0.018,0.028,0.058
"VojcbhD3yCAMdgvTQ27P",0.11,0.514,0.148,0.026,0.028,0.058,0.008,0.048,0.06
"vOlcFiuJ6YemT2EBCNsh",0.108,0.558,0.182,0.016,0.018,0.022,0.008,0.018,0.07
"VolJgA4huwIaenZcfypG",0.152,0.148,0.108,0.106,0.038,0.122,0.028,0.172,0.126
"vOmpB0gXT4qtI6jy3fh5",0.188,0.424,0.16,0.012,0.018,0.078,0.016,0.04,0.064
"VOndfvQYzWmHjG9xP8Ma",0.188,0.22,0.256,0.082,0.028,0.08,0.022,0.064,0.06
"VONGh1v9eQJ5ZBFYbHkc",0.264,0.186,0.07,0.078,0.02,0.084,0.022,0.114,0.162
"VonqvhXTGIBtND2ArzyK",0.306,0.2,0.098,0.054,0.022,0.098,0.03,0.058,0.134
"voNS76Ah2nW4fwrxz0TD",0.144,0.24,0.338,0.026,0.028,0.064,0.04,0.046,0.074
"VOr7jybxpB9o2MhTYlNQ",0.1,0.034,0.07,0.084,0.02,0.134,0.328,0.178,0.052
"VOunXZj5HePIMiBY4KQg",0.078,0.016,0.028,0.086,0.022,0.062,0.53,0.116,0.062
"VOvTH7rsj2fX98lYDIy5",0.156,0.354,0.216,0.048,0.022,0.082,0.01,0.024,0.088
"VoxW5Ay91pqlTe0NgYIs",0.142,0.14,0.474,0.024,0.048,0.032,0.02,0.036,0.084
"VOZ24FGTfhBSH1Rv9qgc",0.182,0.28,0.12,0.082,0.016,0.096,0.036,0.08,0.108
"Vp0xDRX198awkhHrid3Z",0.292,0.262,0.11,0.042,0.01,0.088,0.01,0.094,0.092
"vP2YEaNDJbh7sn0Kmc95",0.15,0.106,0.42,0.058,0.05,0.06,0.036,0.038,0.082
"Vp3WR6dmwJhjB1Cr2DGx",0.086,0.04,0.024,0.352,0.084,0.086,0.11,0.134,0.084
"Vp47m2DgOMEHFcI8BWfe",0.13,0.176,0.414,0.062,0.048,0.034,0.014,0.06,0.062
"VP5k7iQYBDW2XoaxrSsv",0.156,0.45,0.156,0.028,0.024,0.056,0.016,0.036,0.078
"vP7f4UNImB2YnQlxKyLj",0.244,0.182,0.136,0.052,0.016,0.128,0.026,0.04,0.176
"VPbLuWGI7FvMN2Asgz3T",0.124,0.198,0.42,0.052,0.058,0.042,0.012,0.026,0.068
"VPCUeaA6hGHmuk0bvNwI",0.084,0.016,0.034,0.126,0.022,0.076,0.418,0.114,0.11
"VpdbXKO0cRT6seyf9i7Y",0.152,0.04,0.04,0.112,0.044,0.12,0.086,0.268,0.138
"vpGFi3Nsq5YRHSAd8UIh",0.138,0.196,0.356,0.068,0.076,0.07,0.04,0.012,0.044
"VphbyJg4uUwEOeC0S8iH",0.174,0.032,0.032,0.148,0.038,0.136,0.09,0.262,0.088
"vPHfUeGkTFVpIQ2St4rZ",0.108,0.018,0.03,0.116,0.052,0.13,0.058,0.36,0.128
"vPI8DohQBupmdrl3HNgx",0.196,0.302,0.152,0.042,0.006,0.07,0.048,0.068,0.116
"VPjNuxgy31XdULcSR70l",0.222,0.172,0.088,0.142,0.026,0.156,0.016,0.054,0.124
"vPJtcMjyCSae49wlZ1xE",0.164,0.222,0.352,0.044,0.04,0.05,0.024,0.028,0.076
"vplWgRTok2hjY47MUnd1",0.154,0.226,0.316,0.078,0.038,0.072,0.01,0.044,0.062
"VPnJhziMXOGY0q7dN6WD",0.262,0.348,0.126,0.026,0.008,0.068,0.01,0.028,0.124
"Vpr40UjN27FGMJtioY5C",0.094,0.016,0.028,0.116,0.048,0.072,0.084,0.422,0.12
"vpsabdne3glDUjQ1zRcS",0.156,0.138,0.438,0.022,0.036,0.054,0.024,0.038,0.094
"vpSKWrLbw8nDHUEyOu9a",0.064,0.028,0.006,0.062,0.024,0.046,0.03,0.66,0.08
"VpSrJPtQ34glEKdFyq5h",0.088,0.02,0.034,0.262,0.038,0.15,0.144,0.158,0.106
"vPxZajHQRst6rJz9obuM",0.132,0.032,0.018,0.118,0.034,0.08,0.066,0.402,0.118
"Vq1giG0jku68sCMEHOrz",0.286,0.176,0.106,0.046,0.02,0.076,0.022,0.07,0.198
"vq2arXAb8xZpCjowmN3k",0.08,0.012,0.03,0.128,0.036,0.086,0.312,0.188,0.128
"vq5GFAb4jXfaD82ZChSx",0.126,0.572,0.182,0.01,0.018,0.028,0.01,0.02,0.034
"VqBfPZRSI1arw9AOzQxo",0.138,0.028,0.038,0.136,0.032,0.114,0.068,0.35,0.096
"VQbRAWq3woB8stG2NdLu",0.058,0.056,0.034,0.082,0.032,0.066,0.05,0.548,0.074
"vQCpoi6ZINmWTlBjyfdz",0.11,0.59,0.134,0.026,0.028,0.026,0.01,0.038,0.038
"vQdeuUZHaG6sIkhix5DE",0.122,0.254,0.45,0.026,0.032,0.028,0.044,0.016,0.028
"vQEo6UfqW8LkBR7dPVSH",0.214,0.158,0.076,0.096,0.03,0.162,0.054,0.074,0.136
"vQh0KHo4SfqacZ6sYxOJ",0.152,0.198,0.366,0.054,0.058,0.042,0.022,0.022,0.086
"vqLjl2FKCMnNgar9eWUc",0.138,0.244,0.29,0.086,0.056,0.074,0.018,0.044,0.05
"VqpJgr9b8XDnwM7Oo1QC",0.134,0.044,0.048,0.266,0.056,0.11,0.056,0.15,0.136
"VqPwbUrk1CYR6vnDa5zQ",0.16,0.248,0.3,0.042,0.052,0.068,0.016,0.028,0.086
"VQqSp2WuwBX6KEvexl9P",0.204,0.202,0.186,0.092,0.022,0.116,0.014,0.066,0.098
"vQt1oVa9ixY2K6jCmq4A",0.16,0.34,0.104,0.07,0.014,0.098,0.052,0.064,0.098
"vqxujIcfCNoDwPhslKyG",0.324,0.22,0.088,0.056,0.018,0.102,0.018,0.048,0.126
"VR1lxvWcmjOgpTJIw0hq",0.13,0.544,0.19,0.02,0.016,0.03,0.006,0.012,0.052
"vr6UOiz1juWCmxX4skIG",0.134,0.028,0.028,0.292,0.068,0.098,0.088,0.152,0.112
"VR7Xqraf19kZLePKYoWs",0.074,0.54,0.12,0.048,0.018,0.08,0.022,0.028,0.07
"VradnghWspTj96ZkFxLz",0.132,0.182,0.406,0.05,0.06,0.034,0.006,0.048,0.082
"VRAlc9hyCK28GIqL73g4",0.1,0.566,0.142,0.028,0.024,0.034,0.018,0.028,0.06
"VRbKzmr39QCoyjSBEZlk",0.244,0.208,0.13,0.082,0.03,0.108,0.024,0.044,0.13
"VrbQeaHEz5RqgnKv16Do",0.256,0.128,0.136,0.066,0.02,0.106,0.038,0.07,0.18
"VRBW4IMa0KCowycQ9GAS",0.158,0.572,0.132,0.022,0.01,0.03,0.008,0.01,0.058
"vRDtxidNlMWg8Pmz9pSF",0.14,0.174,0.444,0.056,0.038,0.026,0.022,0.038,0.062
"VrhYUE6IxidcRXboy7PD",0.176,0.084,0.1,0.208,0.08,0.112,0.052,0.082,0.106
"vRi3Aj5ZOtPezNCfLEkm",0.156,0.02,0.02,0.098,0.028,0.074,0.086,0.396,0.122
"VRIiytAuCUe6FzmJdfYx",0.29,0.288,0.104,0.038,0.014,0.104,0.002,0.062,0.098
"vRLP2TJt8Fo7KgyrjUfd",0.204,0.41,0.132,0.036,0.014,0.06,0.016,0.044,0.084
"VrSon0DRC4QGUjKAMTE1",0.146,0.548,0.094,0.032,0.02,0.05,0.004,0.024,0.082
"VRspfc64neNYX78IOKa1",0.13,0.112,0.414,0.042,0.084,0.05,0.044,0.028,0.096
"VRteNpOQy5h3zK2mWjb4",0.14,0.476,0.1,0.06,0.044,0.046,0.012,0.03,0.092
"vrYkeSP5J7fgG6OpIRTz",0.158,0.074,0.034,0.134,0.048,0.148,0.066,0.248,0.09
"VRZsvdC8wnt97OeJPx5q",0.294,0.144,0.14,0.074,0.022,0.094,0.044,0.056,0.132
"VRZUF0Y2c93QtmveAHpw",0.136,0.532,0.14,0.028,0.03,0.042,0.014,0.026,0.052
"VS3CbXiG5je9PAHqmcto",0.202,0.06,0.094,0.138,0.026,0.124,0.076,0.128,0.152
"Vs526bvrthkwIRHMoPD8",0.16,0.264,0.252,0.05,0.04,0.072,0.024,0.042,0.096
"vS8x9adbMsrBU4L2GXgp",0.216,0.27,0.068,0.094,0.022,0.098,0.038,0.078,0.116
"Vs8ZnKFRhBiPA5D0ldT6",0.1,0.014,0.022,0.146,0.036,0.098,0.088,0.388,0.108
"vsc0nVYUMRqdjz5x6l1T",0.13,0.12,0.484,0.024,0.038,0.048,0.03,0.058,0.068
"vSEexrbOTftWY3Gu4jIo",0.166,0.23,0.318,0.076,0.038,0.076,0.02,0.026,0.05
"VSglrZCBp2Gwyia1xIs3",0.12,0.578,0.142,0.024,0.026,0.04,0,0.026,0.044
"VsKhpod3LcPCzvBMGAjR",0.09,0.024,0.062,0.076,0.008,0.1,0.498,0.118,0.024
"vsL7rdF9fVWH5ymqA48e",0.148,0.032,0.036,0.138,0.04,0.09,0.098,0.342,0.076
"vSlFUYmxe9sjocnqrWf6",0.254,0.224,0.102,0.09,0.022,0.066,0.016,0.086,0.14
"vSoAkycWlfn2XMJ1FrKu",0.108,0.028,0.05,0.136,0.036,0.096,0.1,0.364,0.082
"VsODG9rtX8FZ2xiRwPqL",0.12,0.504,0.108,0.04,0.024,0.08,0.006,0.042,0.076
"VSQbqYEMF7GyU2RauhxP",0.186,0.196,0.092,0.1,0.022,0.138,0.058,0.042,0.166
"VSqs8Dp67OE1WdtaH2Y4",0.182,0.108,0.096,0.156,0.036,0.126,0.062,0.106,0.128
"VsQzDIpqteWXA24vJNT1",0.304,0.26,0.136,0.04,0.008,0.106,0.004,0.056,0.086
"vSrKO7eiRqCmlZU5YWsP",0.09,0.098,0.456,0.074,0.048,0.05,0.054,0.044,0.086
"VsTzWgYI2ibSHkDOlEC6",0.268,0.282,0.14,0.026,0.01,0.094,0.012,0.07,0.098
"vswWyIp9mqZoUG38SOdX",0.106,0.57,0.14,0.028,0.02,0.044,0.006,0.046,0.04
"VSxPhTau5b4HAkYqFOJW",0.186,0.188,0.27,0.05,0.06,0.084,0.014,0.062,0.086
"vsZlOcIg32VF6qoNxMP4",0.056,0.026,0.01,0.058,0.018,0.06,0.034,0.674,0.064
"vt0rweMJGaWkHKLQ9ioj",0.126,0.524,0.102,0.04,0.026,0.058,0.006,0.036,0.082
"Vt0W3oqZ4by7UNpM9usv",0.176,0.02,0.032,0.088,0.038,0.098,0.068,0.38,0.1
"vT1POUDinxKmYfuZdt7B",0.098,0.56,0.13,0.02,0.026,0.042,0.014,0.042,0.068
"vT1tcY89zymZPBejhA2n",0.114,0.026,0.026,0.226,0.062,0.11,0.162,0.168,0.106
"vt4TgWedICc6kaD23AQ5",0.144,0.236,0.104,0.136,0.038,0.164,0.018,0.088,0.072
"vt60hqOeziIHcSRQmVBr",0.384,0.168,0.18,0.018,0.012,0.09,0.022,0.06,0.066
"vT8HiNMpAsQCj3kmwqSX",0.19,0.272,0.132,0.032,0.018,0.076,0.018,0.062,0.2
"Vt8l90Y3UAyC5r1kbWnZ",0.156,0.172,0.404,0.058,0.046,0.046,0.03,0.038,0.05
"vT8Xgh6RZwpHlmfxaje1",0.218,0.296,0.124,0.04,0.006,0.092,0.01,0.038,0.176
"VtcnOK0yg2SAeRpLhErm",0.106,0.212,0.344,0.04,0.052,0.048,0.032,0.07,0.096
"VTcSKNeRosz4BCIAa5ny",0.192,0.148,0.266,0.088,0.048,0.084,0.02,0.06,0.094
"vtdqCVLOMnBExNyZXl6H",0.224,0.07,0.048,0.142,0.046,0.098,0.07,0.188,0.114
"vTEB0kSK7acRXqAInibr",0.246,0.198,0.14,0.076,0.032,0.112,0.028,0.064,0.104
"Vtf7uyeRWxTbCD4K0Uir",0.154,0.132,0.072,0.136,0.026,0.242,0.056,0.074,0.108
"vTFpb7S1watK9xN8jdzy",0.102,0.474,0.174,0.046,0.014,0.05,0.004,0.054,0.082
"vtGRzbIpg4juf5Pma9MU",0.142,0.032,0.098,0.17,0.042,0.142,0.08,0.138,0.156
"vTIDKEPGr3xMpJt9Nf2S",0.122,0.04,0.022,0.28,0.042,0.11,0.102,0.178,0.104
"VTLjBF8PikbS6KdnOt5x",0.118,0.564,0.174,0.016,0.012,0.024,0.014,0.022,0.056
"vTniN3HPB2DEGFc9YL0V",0.106,0.212,0.492,0.024,0.024,0.022,0.01,0.058,0.052
"vtO1ERChNDKmaMcTFiPy",0.138,0.188,0.42,0.06,0.036,0.052,0.014,0.022,0.07
"vTQ3hxCNkwltz0iYPAFV",0.17,0.106,0.416,0.048,0.052,0.044,0.026,0.052,0.086
"VtqLOmb54C8F0dfNAB3n",0.122,0.128,0.42,0.084,0.064,0.048,0.01,0.038,0.086
"VtR5B7bqT0warXz4U6EZ",0.152,0.368,0.156,0.048,0.022,0.1,0.04,0.054,0.06
"VTYG4xSOzbvluq6AFdj5",0.112,0.026,0.03,0.13,0.038,0.086,0.09,0.362,0.126
"vu01378RmHwLEYzlnGro",0.148,0.028,0.024,0.116,0.034,0.078,0.106,0.38,0.086
"VUb9Qs3SYEjMgIJmD02R",0.078,0.614,0.108,0.022,0.024,0.074,0.018,0.024,0.038
"VUbmvcd3a0Mif9SqZtrY",0.138,0.146,0.414,0.056,0.054,0.046,0.018,0.048,0.08
"vubUSxq4LcGQMBhgaXVn",0.112,0.518,0.118,0.03,0.02,0.094,0.01,0.03,0.068
"vUDCWu6hb180F5zTi79P",0.242,0.174,0.134,0.106,0.024,0.102,0.052,0.07,0.096
"VuDWTK4q8XF6pHNI2rd0",0.096,0.212,0.424,0.028,0.05,0.072,0.026,0.048,0.044
"vueKiswPFordp42NklLQ",0.152,0.146,0.438,0.042,0.068,0.032,0.016,0.05,0.056
"vuepoA3qtEx7Ugy8w9Qj",0.066,0.65,0.098,0.01,0.026,0.06,0.004,0.052,0.034
"vuFYSoDGwr4tm1BQXyjg",0.164,0.03,0.058,0.164,0.042,0.13,0.122,0.106,0.184
"vUhpcDTLna4SKrmVWy6s",0.078,0.606,0.17,0.022,0.026,0.03,0.004,0.02,0.044
"vUHqItR2jrTxd9AY7amp",0.074,0.016,0.03,0.176,0.04,0.114,0.246,0.242,0.062
"Vujdacl2foO8WEvJzbZY",0.12,0.556,0.12,0.024,0.014,0.052,0.016,0.014,0.084
"VuLDiGnT6mqMb3F7BNyI",0.138,0.35,0.098,0.06,0.022,0.136,0.044,0.062,0.09
"vUNAQaw1TCmMt4PEyWb3",0.126,0.148,0.412,0.052,0.058,0.048,0.026,0.05,0.08
"VUpWl1FPo4f3MIaDO0Rs",0.088,0.034,0.008,0.064,0.022,0.066,0.028,0.628,0.062
"Vuqd2yGCnzXWtbso5MQ9",0.114,0.412,0.11,0.03,0.032,0.074,0.024,0.1,0.104
"vUrWeLOjKJRCIT073wmP",0.12,0.106,0.476,0.064,0.058,0.072,0.012,0.036,0.056
"vusfFtmR4iSbpEqhdekg",0.16,0.132,0.382,0.052,0.044,0.056,0.042,0.04,0.092
"vUsMtXePN4jz18YB2ASZ",0.276,0.136,0.168,0.042,0.018,0.072,0.018,0.044,0.226
"VuvdGbYitmxa05lHrPnT",0.2,0.128,0.356,0.05,0.064,0.026,0.03,0.064,0.082
"vUVt7TjBkngFNpG2Mc95",0.132,0.1,0.114,0.066,0.026,0.104,0.052,0.144,0.262
"VuwjhSygGKk6tiWmHvsN",0.13,0.032,0.046,0.272,0.062,0.112,0.11,0.15,0.086
"vUYpG62RIdmgqew3olDE",0.148,0.026,0.02,0.1,0.04,0.076,0.088,0.428,0.074
"vuzm4rkL0jd5Zx12XPKi",0.294,0.31,0.126,0.026,0.012,0.07,0.018,0.052,0.092
"VuzU9gNnd4xbZyFh3TIA",0.144,0.054,0.052,0.122,0.028,0.148,0.104,0.158,0.19
"vV0JuC8aG7rP4RxXLcm2",0.136,0.536,0.162,0.018,0.02,0.036,0.01,0.04,0.042
"vV9L8Acy2T4QiCmBbrOE",0.18,0.22,0.246,0.088,0.076,0.056,0.02,0.046,0.068
"VvAY3s4bq0pQtW5FdaJ8",0.154,0.104,0.402,0.06,0.054,0.046,0.024,0.06,0.096
"vVesZrjUmBqwoSX6uGbl",0.276,0.212,0.09,0.072,0.008,0.106,0.02,0.068,0.148
"VvgCY0fsMazD5EKe2xSZ",0.124,0.114,0.584,0.03,0.028,0.038,0.01,0.05,0.022
"VvpTaQsJBfHN8UuEFgrM",0.256,0.216,0.126,0.052,0.01,0.088,0.032,0.038,0.182
"VvrlSEJ81oKuCXc5TQ0a",0.134,0.306,0.138,0.08,0.02,0.148,0.018,0.06,0.096
"Vvymb1XnQNBosru603aI",0.188,0.06,0.05,0.118,0.042,0.166,0.064,0.158,0.154
"Vw19WNS0DakPt42suKhQ",0.108,0.048,0.032,0.264,0.064,0.086,0.094,0.192,0.112
"vw1C2IcVUEhLRtKyHjzB",0.298,0.172,0.092,0.058,0.018,0.102,0.052,0.086,0.122
"VW6mYC1geZHsENqtRLvK",0.148,0.062,0.054,0.144,0.04,0.176,0.044,0.148,0.184
"VwAisSZQJg19nFkcKdGY",0.158,0.502,0.156,0.022,0.026,0.038,0.004,0.044,0.05
"VWaLMhun8xJbS6wXE94N",0.202,0.268,0.098,0.076,0.032,0.146,0.026,0.068,0.084
"vWbiZx8HT3uIY0cF4wkg",0.084,0.63,0.09,0.016,0.016,0.066,0.012,0.046,0.04
"VwBPDcNuvlxURs3L64CK",0.286,0.122,0.072,0.062,0.02,0.088,0.044,0.166,0.14
"VWcPri1N2w3B9fYpvUFG",0.132,0.136,0.438,0.048,0.044,0.058,0.026,0.038,0.08
"vwdfJoBUWk0Fc2Y5mSD1",0.328,0.242,0.152,0.038,0.002,0.064,0.014,0.074,0.086
"VwDp9gF0KidNAZj3xEtb",0.154,0.164,0.372,0.066,0.064,0.046,0.01,0.046,0.078
"VwevFL6YA8MKGt5bHUgJ",0.202,0.326,0.144,0.038,0.018,0.104,0.012,0.046,0.11
"VWJd2SHokGiElYmRZ7p4",0.148,0.084,0.092,0.118,0.026,0.124,0.038,0.164,0.206
"vWK0oJZ8NuriM17npkTw",0.166,0.194,0.122,0.084,0.012,0.092,0.056,0.078,0.196
"Vwl4S8vRK2hdTzUGNcYQ",0.07,0.696,0.088,0.014,0.02,0.04,0.028,0.018,0.026
"vwLRO8NV3TjpPEH0f4ti",0.196,0.346,0.214,0.028,0.03,0.038,0.036,0.018,0.094
"vWmhzYklwt6OLUuAFcT3",0.408,0.12,0.088,0.064,0.038,0.068,0.02,0.06,0.134
"VwmQ3qAY2RgtczxE4rsa",0.154,0.144,0.456,0.044,0.054,0.054,0.01,0.022,0.062
"vwnEmJKetHPkGdr14g9W",0.268,0.234,0.15,0.026,0.012,0.054,0.016,0.082,0.158
"vWNFt5hj1AgoqOSKVyzT",0.28,0.158,0.1,0.05,0.018,0.066,0.024,0.064,0.24
"VwPn8oX5QEmKi3G9Avd4",0.06,0.026,0.01,0.056,0.03,0.06,0.058,0.666,0.034
"VWSdX5DlTCY2EKyRjz3n",0.22,0.27,0.106,0.04,0.01,0.118,0.018,0.04,0.178
"VwSkDem6R9s7YUXjGCdv",0.22,0.328,0.136,0.018,0.01,0.108,0.016,0.054,0.11
"vWV8jEzQg7r3pk5uOwAF",0.324,0.176,0.126,0.068,0.024,0.092,0.01,0.056,0.124
"VwvAsh6bSe8aILicCrZk",0.228,0.134,0.188,0.034,0.01,0.094,0.038,0.052,0.222
"vWwcSMsjtNOk1PXYqGUF",0.228,0.322,0.13,0.024,0.01,0.086,0.018,0.048,0.134
"VWx3DPRAOBC7i16S8Zfv",0.11,0.124,0.056,0.164,0.026,0.16,0.082,0.18,0.098
"VwXf5RY2QgvMziP3FuaS",0.274,0.136,0.154,0.066,0.032,0.12,0.024,0.094,0.1
"vwxn9i14QJuzspVtGydR",0.246,0.222,0.172,0.044,0.018,0.074,0.016,0.054,0.154
"VwXvJqeSfnI96uEmFy7i",0.204,0.218,0.14,0.054,0.02,0.096,0.024,0.094,0.15
"Vx2gFJO0Dukh9lWBQcaI",0.13,0.472,0.178,0.036,0.014,0.046,0.014,0.052,0.058
"VX94AdqSpWUMJG6mE8eB",0.122,0.398,0.218,0.05,0.032,0.052,0.026,0.054,0.048
"VXaZW4AxET8JHpB0Q1ec",0.294,0.286,0.126,0.034,0.014,0.094,0.012,0.052,0.088
"VXcKorHqxCPkySYQ6umB",0.16,0.024,0.026,0.108,0.034,0.082,0.068,0.39,0.108
"VXCO9FrbwSJl8ipxUQEv",0.134,0.138,0.344,0.06,0.048,0.054,0.036,0.082,0.104
"vxdHYjDBEqfPgJmesni1",0.104,0.072,0.098,0.114,0.044,0.156,0.07,0.11,0.232
"Vxeq6dsETcUM3ruW2YSB",0.164,0.506,0.17,0.026,0.016,0.054,0.002,0.022,0.04
"VXFMJ69h45eKSOsovbgw",0.13,0.538,0.112,0.03,0.016,0.048,0.008,0.048,0.07
"VxftjpMPdue8GWUCAyiZ",0.134,0.154,0.442,0.048,0.03,0.034,0.014,0.054,0.09
"VxG1PhvwgTzHfEQ8r3kl",0.208,0.092,0.102,0.056,0.018,0.166,0.054,0.13,0.174
"VxibPlHzQRveoFcGLp3N",0.136,0.114,0.458,0.062,0.052,0.042,0.02,0.036,0.08
"VxIy5zBbDiUtWu1vPpsj",0.154,0.452,0.16,0.042,0.028,0.046,0.006,0.022,0.09
"VXk5gfqsOp2QCKbycdhF",0.138,0.052,0.024,0.084,0.034,0.078,0.038,0.478,0.074
"vxNLf49OVecp5UWymb3Z",0.29,0.18,0.108,0.044,0.022,0.088,0.02,0.078,0.17
"vxODusU2qJBn4Tz0A9SE",0.164,0.146,0.434,0.05,0.034,0.052,0.024,0.056,0.04
"VxoIaFOZk0lhqmGL5rKT",0.104,0.61,0.146,0.018,0.018,0.02,0.002,0.03,0.052
"VXQL0pau6YKEj7Ob8hIz",0.236,0.172,0.352,0.028,0.054,0.042,0.018,0.044,0.054
"vXQW9MpnI3JBrAf2ONUe",0.302,0.198,0.116,0.036,0.018,0.108,0.024,0.1,0.098
"VxRinhWDcKyzj1ZluBO7",0.056,0.012,0.026,0.116,0.028,0.068,0.448,0.15,0.096
"vxrLiGsA5Vz76TMJkpXU",0.11,0.124,0.336,0.084,0.058,0.096,0.048,0.038,0.106
"VXrWmq9tA7RBHbIYZnzj",0.19,0.336,0.164,0.026,0.012,0.076,0.002,0.044,0.15
"VXtoE4cuDe1igk3SPlfm",0.184,0.074,0.064,0.122,0.042,0.14,0.05,0.122,0.202
"vxVQa9lG6AJkbSo5ig7j",0.166,0.318,0.234,0.046,0.034,0.072,0.028,0.034,0.068
"VXwE3Wo5hCBOgibKa9Pm",0.23,0.11,0.112,0.154,0.03,0.116,0.03,0.084,0.134
"VXz7Wruax8AEcFLeIY6p",0.114,0.13,0.492,0.042,0.048,0.038,0.018,0.06,0.058
"vXZ8rhIWjTkCodV21gNu",0.104,0.554,0.206,0.024,0.024,0.036,0.006,0.006,0.04
"vY3hNE09t8T7FqeKI4SZ",0.226,0.232,0.162,0.04,0.01,0.056,0.008,0.068,0.198
"Vy40HsRkMpEJxfDZXBbh",0.15,0.17,0.35,0.072,0.058,0.068,0.026,0.028,0.078
"Vy6HEljM1dJ0X9ATcsab",0.142,0.472,0.176,0.024,0.02,0.038,0.004,0.044,0.08
"vY71f8duRiy2KVlM5stk",0.154,0.142,0.126,0.074,0.02,0.222,0.058,0.058,0.146
"vyCY8LU4dIc2RHo0zrSV",0.124,0.538,0.176,0.032,0.012,0.04,0.006,0.042,0.03
"vyDPHKBpUVTAQfLzOhCk",0.156,0.28,0.112,0.076,0.024,0.13,0.036,0.07,0.116
"vYdUuI3qaebiLo5N0ctg",0.122,0.274,0.132,0.07,0.022,0.134,0.074,0.084,0.088
"VYH41PIbmWpRNCuelQEs",0.172,0.134,0.438,0.046,0.052,0.032,0.018,0.026,0.082
"vyItK2bZzkdJ7NRmDlpu",0.296,0.21,0.064,0.082,0.012,0.136,0.018,0.068,0.114
"vYLQ1RHSVPha6ZFzl5Dc",0.134,0.506,0.174,0.018,0.02,0.046,0.01,0.026,0.066
"vYnBU81PNrAioO5TMHwD",0.154,0.156,0.472,0.034,0.042,0.032,0.026,0.026,0.058
"vYPunHfMriRyBtI43e1O",0.21,0.174,0.376,0.062,0.038,0.036,0.028,0.024,0.052
"vYTJ5x0RtCUey1nbNsEH",0.148,0.204,0.414,0.048,0.044,0.048,0.018,0.014,0.062
"vyU3YbuBsgIzkSCLdrph",0.158,0.496,0.146,0.02,0.028,0.058,0.006,0.038,0.05
"VyviOhEk9G6QosdNASHX",0.138,0.208,0.388,0.044,0.044,0.058,0.018,0.034,0.068
"VYX01mrwhCUiZlMp7zcy",0.21,0.224,0.072,0.104,0.018,0.118,0.06,0.082,0.112
"VYXwFjyONquaHtnCkPp8",0.18,0.192,0.092,0.146,0.036,0.102,0.038,0.128,0.086
"VyY3vmFKsLNgjCaUBfbT",0.258,0.25,0.112,0.03,0.008,0.06,0.014,0.084,0.184
"vYyT5X73whnGiqu0tdCQ",0.17,0.114,0.076,0.122,0.05,0.146,0.05,0.136,0.136
"VYyzBiwXMmlK9jaTWhFU",0.27,0.24,0.132,0.036,0.018,0.068,0.01,0.062,0.164
"VyzgujUfGTqr7IEAFPKM",0.164,0.082,0.014,0.12,0.042,0.286,0.062,0.114,0.116
"vYzpETixa5IHGZMhW8gU",0.14,0.146,0.42,0.056,0.044,0.034,0.054,0.042,0.064
"VZ2rzALmJS38uIG5wR1X",0.054,0.012,0.012,0.252,0.054,0.078,0.386,0.098,0.054
"VZ4Xthl5B8o3YEjIT1NO",0.09,0.014,0.008,0.056,0.03,0.042,0.044,0.672,0.044
"vZ5lIjRpbx7LGaFdcOAB",0.138,0.18,0.468,0.056,0.038,0.026,0.014,0.03,0.05
"VZ6dBpkgsPmlIbfD9rFJ",0.146,0.03,0.034,0.28,0.064,0.07,0.09,0.192,0.094
"vz72Z9eIXfgyi45lDcsW",0.156,0.134,0.422,0.06,0.05,0.044,0.014,0.034,0.086
"VZBGbxMjPoncHSYkKQrL",0.294,0.286,0.162,0.028,0.014,0.064,0.02,0.044,0.088
"VZBqxjMGu0hcIstaSQy2",0.372,0.138,0.106,0.05,0.01,0.078,0.02,0.13,0.096
"VzdBcDkZPC5juGRyJMqv",0.124,0.542,0.11,0.036,0.012,0.068,0.008,0.022,0.078
"VzdTIYlEqeo2fKvRaj89",0.084,0.634,0.098,0.044,0.02,0.056,0.004,0.014,0.046
"VZEwBu2kdMHvQYpKAGxW",0.104,0.228,0.382,0.044,0.04,0.068,0.028,0.032,0.074
"vZHKEcpUPjlxmnf3LzIq",0.118,0.08,0.046,0.138,0.034,0.124,0.036,0.166,0.258
"VzIC8JMQ6HOANivmEyj3",0.25,0.276,0.168,0.042,0.016,0.076,0.004,0.066,0.102
"VZjhsgG5l40czx6PSHKL",0.072,0.066,0.032,0.232,0.04,0.13,0.16,0.184,0.084
"vZKU60dhXOFE1wjIMgrQ",0.182,0.074,0.096,0.118,0.054,0.118,0.076,0.108,0.174
"VZMEWiXRCSeYB1NO7Tvw",0.13,0.54,0.184,0.022,0.02,0.038,0.006,0.018,0.042
"VzoQl8ps2Uh4OAkIMHFc",0.298,0.244,0.17,0.04,0.012,0.11,0.006,0.056,0.064
"vzpbjBmr7R5LQZhHSuXC",0.188,0.064,0.03,0.226,0.048,0.116,0.074,0.098,0.156
"VzreBIXG7ZiOYPKQTnky",0.12,0.556,0.154,0.03,0.032,0.03,0.004,0.02,0.054
